TreeID,iTreeSpecies,DBH,iTreeDate,StructuralValue_dol,C_Storage_lb,C_Storage_Dol,Gross_C_Seq_lb,Gross_C_Seq_Dol,AvoidedRunoff_cubft,AvoidedRunoff_Dol,C_Avoided_lbyr,C_Avoided_dolyr,Poll_Removal_ozyr,Poll_Removal_dolyr,EnergySavings_dolyr,TotalAnnualBenefits_dolyr
17781,White mulberry,9.2,3/29/2019,1369.67,279.6,23.84,11.5,0.98,20.7,1.39,N/A,N/A,6.2,1.66,N/A,4.03
17782,Sugar maple,33.3,3/29/2019,14826.33,7080,603.75,76.9,6.55,67.7,4.53,N/A,N/A,20.4,5.42,N/A,16.5
17783,Black walnut,28.2,3/29/2019,9011.44,4355.6,371.42,58.3,4.97,117.6,7.86,N/A,N/A,35.4,9.41,N/A,22.24
17784,Black walnut,25.1,3/29/2019,7233.24,3280,279.7,49.3,4.2,102.3,6.84,N/A,N/A,30.8,8.19,N/A,19.23
17785,Black walnut,30.8,3/29/2019,10451.08,5399.9,460.48,66.2,5.64,130.2,8.71,N/A,N/A,39.2,10.42,N/A,24.77
17786,Black walnut,24.3,3/29/2019,6807.93,3031.5,258.52,47,4.01,98.5,6.59,N/A,N/A,29.7,7.88,N/A,18.48
17787,Black walnut,21.1,3/29/2019,5244.44,2149.9,183.33,38.4,3.27,83.7,5.59,N/A,N/A,25.2,6.7,N/A,15.56
17788,Black walnut,30.5,3/29/2019,10250.62,5272.3,449.59,65.3,5.56,128.6,8.6,N/A,N/A,38.7,10.29,N/A,24.45
17789,Black walnut,25.5,3/29/2019,7451.06,3408.8,290.69,50.4,4.3,104.2,6.97,N/A,N/A,31.4,8.34,N/A,19.6
17790,Black walnut,9.8,3/29/2019,1486.69,333.9,28.47,12.8,1.09,38.6,2.58,N/A,N/A,11.6,3.09,N/A,6.76
17791,Red maple,5.2,3/29/2019,361.83,78.6,6.7,5.7,0.49,10.7,0.71,N/A,N/A,3.2,0.85,N/A,2.05
17792,Red maple,5.3,3/29/2019,375.88,82.2,7.01,5.9,0.5,11,0.74,N/A,N/A,3.3,0.88,N/A,2.12
17793,Red maple,5.4,3/29/2019,390.2,85.9,7.33,6,0.51,11.3,0.76,N/A,N/A,3.4,0.91,N/A,2.18
17794,Red maple,4.8,3/29/2019,308.31,65,5.55,5.1,0.44,9.5,0.64,N/A,N/A,2.9,0.76,N/A,1.84
17795,Eastern red cedar,4.5,3/29/2019,216.78,42.6,3.63,2.3,0.2,5.9,0.39,N/A,N/A,1.8,0.47,N/A,1.06
17796,Green ash,6.6,3/29/2019,582.89,113.4,9.67,4.9,0.42,12.4,0.83,N/A,N/A,3.7,0.99,N/A,2.24
17797,Freeman maple,5.3,3/29/2019,306.97,95.2,8.12,6.2,0.53,11.7,0.78,N/A,N/A,3.5,0.93,N/A,2.24
17798,willow spp,10.5,3/29/2019,1598.14,388.1,33.09,14,1.19,17.6,1.18,N/A,N/A,5.3,1.41,N/A,3.78
17799,Green ash,6.2,3/29/2019,514.38,99.2,8.46,4.6,0.39,11.2,0.75,N/A,N/A,3.4,0.9,N/A,2.04
17800,Black walnut,7.3,3/29/2019,570.47,163.6,13.95,8.4,0.72,24,1.61,N/A,N/A,7.2,1.92,N/A,4.25
17801,Freeman maple,2.5,3/29/2019,68.3,17.5,1.49,2.4,0.21,4.4,0.3,N/A,N/A,1.3,0.35,N/A,0.86
17805,Pin oak,29.7,3/29/2019,12880.86,5977.2,509.71,78,6.65,68.5,4.58,N/A,N/A,20.6,5.48,N/A,16.7
17806,Scarlet oak,1.7,3/29/2019,65.25,4.4,0.37,1.1,0.09,1.8,0.12,N/A,N/A,0.5,0.14,N/A,0.36
17807,Northern red oak,1.9,3/29/2019,73.41,6.6,0.56,1.4,0.12,2.4,0.16,N/A,N/A,0.7,0.19,N/A,0.47
17808,Shumard oak,1.7,3/29/2019,71.78,4.6,0.4,1.1,0.09,1.8,0.12,N/A,N/A,0.5,0.14,N/A,0.36
17809,Shumard oak,1.5,3/29/2019,71.78,3.4,0.29,0.9,0.08,1.7,0.11,N/A,N/A,0.5,0.13,N/A,0.32
17810,Scarlet oak,1.9,3/29/2019,65.25,5.8,0.49,1.3,0.11,2,0.13,N/A,N/A,0.6,0.16,N/A,0.4
17811,Scarlet oak,1.7,3/29/2019,65.25,4.4,0.37,1.1,0.09,1.8,0.12,N/A,N/A,0.5,0.14,N/A,0.36
17812,Scarlet oak,1.7,3/29/2019,65.25,4.4,0.37,1.1,0.09,1.8,0.12,N/A,N/A,0.5,0.14,N/A,0.36
17813,Shumard oak,1.6,3/29/2019,71.78,4,0.34,1,0.09,1.7,0.12,N/A,N/A,0.5,0.14,N/A,0.34
17814,Shumard oak,1.7,3/29/2019,71.78,4.6,0.4,1.1,0.09,1.8,0.12,N/A,N/A,0.5,0.14,N/A,0.36
17815,Shumard oak,1.7,3/29/2019,71.78,4.6,0.4,1.1,0.09,1.8,0.12,N/A,N/A,0.5,0.14,N/A,0.36
17816,Northern red oak,1.5,3/29/2019,73.41,3.7,0.32,1,0.09,1.9,0.13,N/A,N/A,0.6,0.15,N/A,0.36
17817,Shumard oak,1.8,3/29/2019,71.78,5.3,0.46,1.2,0.1,1.9,0.13,N/A,N/A,0.6,0.15,N/A,0.38
17818,Shumard oak,1.9,3/29/2019,71.78,6.1,0.52,1.3,0.11,2,0.13,N/A,N/A,0.6,0.16,N/A,0.4
17819,Honeylocust,2.7,3/29/2019,104.05,14.5,1.23,2.1,0.18,2.1,0.14,N/A,N/A,0.6,0.17,N/A,0.49
17820,Honeylocust,2.5,3/29/2019,89.21,12,1.03,1.9,0.16,1.9,0.13,N/A,N/A,0.6,0.15,N/A,0.43
17822,ash spp,12,3/29/2019,1859.34,497.5,42.43,14.3,1.22,30.7,2.05,N/A,N/A,9.2,2.46,N/A,5.73
17823,White ash,34.8,3/29/2019,15028.75,7563.2,644.96,81,6.91,71.2,4.76,N/A,N/A,21.4,5.7,N/A,17.36
17824,ash spp,42.5,3/29/2019,14877.38,9014.6,768.72,74.6,6.36,51.6,3.45,N/A,N/A,15.5,4.12,N/A,13.93
17825,Black walnut,6.3,3/29/2019,424.88,114.5,9.76,6.9,0.58,18.9,1.26,N/A,N/A,5.7,1.51,N/A,3.35
17826,Black walnut,8,3/29/2019,685.13,204.2,17.41,9.6,0.82,27.7,1.85,N/A,N/A,8.3,2.22,N/A,4.89
17827,Black cherry,15.5,3/29/2019,2406.4,1212.9,103.43,30.2,2.57,38,2.54,N/A,N/A,11.4,3.04,N/A,8.15
17828,ash spp,13,3/29/2019,2083.55,597.4,50.95,15.9,1.35,34.1,2.28,N/A,N/A,10.3,2.73,N/A,6.36
17829,Northern hackberry,14.1,3/29/2019,2834.5,809,68.99,21.6,1.84,52.9,3.54,N/A,N/A,15.9,4.23,N/A,9.61
17830,ash spp,15.2,3/29/2019,2639.94,854.2,72.84,19.4,1.66,40.6,2.72,N/A,N/A,12.2,3.25,N/A,7.63
17831,ash spp,18.5,3/29/2019,3637.3,1339,114.19,25.1,2.14,47,3.14,N/A,N/A,14.1,3.76,N/A,9.04
17832,Northern hackberry,25.1,3/29/2019,8248.47,3293,280.81,49.4,4.21,54.2,3.62,N/A,N/A,16.3,4.34,N/A,12.18
17833,ash spp,15.7,3/29/2019,2778.5,919.9,78.44,20.3,1.73,41.9,2.8,N/A,N/A,12.6,3.35,N/A,7.88
17834,ash spp,19.2,3/29/2019,3873.97,1457.8,124.31,26.4,2.25,47.9,3.2,N/A,N/A,14.4,3.83,N/A,9.28
17835,ash spp,18.3,3/29/2019,3571.29,1306.3,111.39,24.8,2.11,46.7,3.12,N/A,N/A,14.1,3.74,N/A,8.97
17836,ash spp,17.9,3/29/2019,3441.43,1241.8,105.89,24.1,2.05,46.1,3.08,N/A,N/A,13.9,3.69,N/A,8.83
17838,catalpa spp,22.5,3/29/2019,4314.85,2470.7,210.69,41.6,3.54,35.8,2.39,N/A,N/A,10.8,2.86,N/A,8.8
17839,ash spp,28,3/29/2019,7599.04,3460,295.06,43.1,3.68,51.5,3.44,N/A,N/A,15.5,4.12,N/A,11.24
17840,crabapple,9.4,3/29/2019,1410.72,284.3,24.25,11.6,0.99,14.7,0.98,N/A,N/A,4.4,1.17,N/A,3.14
17841,ash spp,14.2,3/29/2019,2376.27,731.1,62.34,17.8,1.52,37.9,2.53,N/A,N/A,11.4,3.03,N/A,7.08
17842,ash spp,12.7,3/29/2019,2014.4,566.3,48.29,15.4,1.31,33.1,2.21,N/A,N/A,10,2.65,N/A,6.17
17843,ash spp,12.4,3/29/2019,1946.87,536.1,45.72,14.9,1.27,32.1,2.15,N/A,N/A,9.7,2.57,N/A,5.99
17844,ash spp,12,3/29/2019,1859.34,497.5,42.43,14.3,1.22,30.7,2.05,N/A,N/A,9.2,2.46,N/A,5.73
17845,American beech,33.5,3/29/2019,14987.06,7060.4,602.08,75.3,6.42,129.6,8.66,N/A,N/A,39,10.37,N/A,25.45
17846,Red mulberry,8.5,3/29/2019,1232.93,228.7,19.5,10.2,0.87,21.6,1.45,N/A,N/A,6.5,1.73,N/A,4.05
17847,ash spp,36.7,3/29/2019,12044.91,6436.4,548.86,61.5,5.25,51.6,3.45,N/A,N/A,15.5,4.12,N/A,12.82
17848,Honeylocust,16,3/29/2019,3896.93,1066,90.9,25.3,2.15,18.9,1.27,N/A,N/A,5.7,1.51,N/A,4.93
17849,Osage orange,44,3/29/2019,18894.85,12051.5,1027.7,82.1,7,52,3.48,N/A,N/A,15.7,4.16,N/A,14.64
17850,crabapple,22.9,3/29/2019,6223.17,2449.3,208.86,41.1,3.5,37.1,2.48,N/A,N/A,11.2,2.97,N/A,8.96
17851,American beech,24.3,3/29/2019,8224.44,3397.8,289.75,50,4.27,110.6,7.39,N/A,N/A,33.3,8.84,N/A,20.5
17852,Honeylocust,18.3,3/29/2019,5028.95,1476.8,125.93,30.6,2.61,20.6,1.38,N/A,N/A,6.2,1.65,N/A,5.64
17853,American beech,40,3/29/2019,19961.14,10574.8,901.77,94.4,8.05,131.1,8.76,N/A,N/A,39.5,10.49,N/A,27.3
17854,Sugar maple,22.2,3/29/2019,6910.81,2781.5,237.2,45.4,3.87,57.8,3.86,N/A,N/A,17.4,4.62,N/A,12.35
17855,American beech,25.7,3/29/2019,9166.11,3860.2,329.18,53.7,4.58,113.7,7.6,N/A,N/A,34.2,9.1,N/A,21.28
17856,Black walnut,28.4,3/29/2019,9133.26,4431.3,377.88,58.9,5.02,118.7,7.93,N/A,N/A,35.7,9.49,N/A,22.45
17857,American beech,34.2,3/29/2019,15546.03,7401,631.12,77.3,6.59,130.6,8.73,N/A,N/A,39.3,10.45,N/A,25.77
17858,Sugar maple,26,3/29/2019,9374.76,4003.1,341.37,55.7,4.75,64.2,4.29,N/A,N/A,19.3,5.14,N/A,14.18
17860,American beech,33.5,3/29/2019,14987.06,7060.4,602.08,75.3,6.42,129.6,8.66,N/A,N/A,39,10.37,N/A,25.45
17861,Black walnut,6.2,3/29/2019,411.5,110.2,9.4,6.7,0.57,18.4,1.23,N/A,N/A,5.5,1.47,N/A,3.27
17863,White ash,10,3/29/2019,1593.88,390.7,33.31,14.7,1.25,23.8,1.59,N/A,N/A,7.2,1.91,N/A,4.75
17864,White ash,8.5,3/29/2019,1245.46,265.5,22.64,11.8,1,18.2,1.22,N/A,N/A,5.5,1.45,N/A,3.67
17865,White ash,15,3/29/2019,3163.33,1023.9,87.31,25.5,2.18,41.3,2.76,N/A,N/A,12.4,3.3,N/A,8.24
17866,White ash,8,3/29/2019,799.31,229.9,19.6,10.8,0.92,16.5,1.1,N/A,N/A,5,1.32,N/A,3.34
17868,White ash,6.2,3/29/2019,480.09,125.5,10.7,7.7,0.65,10.6,0.71,N/A,N/A,3.2,0.84,N/A,2.2
17869,White ash,20.7,3/29/2019,5718.27,2201,187.69,39.7,3.39,50.6,3.38,N/A,N/A,15.2,4.05,N/A,10.81
17870,White ash,19.3,3/29/2019,5015.15,1863.6,158.92,36.1,3.08,49.4,3.3,N/A,N/A,14.9,3.95,N/A,10.33
17871,Black walnut,14.6,3/29/2019,2747.13,878.3,74.9,22.6,1.93,66.3,4.43,N/A,N/A,20,5.31,N/A,11.67
17872,White ash,11.3,3/29/2019,1941.54,522.3,44.54,17.3,1.48,28.8,1.93,N/A,N/A,8.7,2.31,N/A,5.71
17873,White ash,6.4,3/29/2019,511.56,135.3,11.54,8,0.68,11.2,0.75,N/A,N/A,3.4,0.89,N/A,2.32
17874,crabapple,8.7,3/29/2019,1270.89,235.9,20.12,10.4,0.88,13.4,0.9,N/A,N/A,4,1.07,N/A,2.85
17875,Black walnut,14,3/29/2019,2562.45,793.3,67.65,21.3,1.82,63.5,4.25,N/A,N/A,19.1,5.08,N/A,11.15
17876,hawthorn spp,8.5,3/29/2019,1232.93,225.9,19.26,10.1,0.86,7,0.47,N/A,N/A,2.1,0.56,N/A,1.9
17878,White ash,16.2,3/29/2019,3633.41,1229.3,104.83,28.4,2.42,44.3,2.96,N/A,N/A,13.3,3.54,N/A,8.93
17879,Honeylocust,19.2,3/29/2019,5513.23,1659.5,141.51,32.8,2.8,21.3,1.42,N/A,N/A,6.4,1.7,N/A,5.92
17880,crabapple,6.7,3/29/2019,492.81,125.8,10.73,7.2,0.61,10.1,0.68,N/A,N/A,3.1,0.81,N/A,2.1
17881,Black cherry,8.1,3/29/2019,1153.43,247.7,21.12,11.9,1.01,15.4,1.03,N/A,N/A,4.6,1.23,N/A,3.28
17882,beech spp,30,3/29/2019,13512.73,5491.1,468.26,65.4,5.58,121.8,8.14,N/A,N/A,36.7,9.75,N/A,23.47
17896,Norway spruce,8.5,3/29/2019,1264.7,218.8,18.66,8.1,0.69,18.8,1.26,N/A,N/A,5.7,1.5,N/A,3.45
17897,Norway spruce,8,3/29/2019,947.76,191.6,16.34,7.5,0.64,16.9,1.13,N/A,N/A,5.1,1.35,N/A,3.13
17898,Norway spruce,7.3,3/29/2019,789.16,156.6,13.35,6.7,0.57,14.3,0.95,N/A,N/A,4.3,1.14,N/A,2.67
17899,Norway spruce,9,3/29/2019,1394.96,248.2,21.17,8.7,0.74,20.9,1.4,N/A,N/A,6.3,1.67,N/A,3.81
17900,Norway spruce,7.5,3/29/2019,832.99,166.3,14.18,7,0.59,15,1.01,N/A,N/A,4.5,1.2,N/A,2.8
17901,Norway spruce,9.8,3/29/2019,1618.87,299.8,25.56,9.7,0.83,24.6,1.64,N/A,N/A,7.4,1.97,N/A,4.44
17902,Norway spruce,7,3/29/2019,725.63,142.9,12.19,6.4,0.55,13.3,0.89,N/A,N/A,4,1.07,N/A,2.5
17903,Norway spruce,8.5,3/29/2019,1264.7,218.8,18.66,8.1,0.69,18.8,1.26,N/A,N/A,5.7,1.5,N/A,3.45
17904,Norway spruce,6.5,3/29/2019,625.67,121.6,10.37,5.8,0.5,11.7,0.78,N/A,N/A,3.5,0.94,N/A,2.22
17905,Norway spruce,6.5,3/29/2019,625.67,121.6,10.37,5.8,0.5,11.7,0.78,N/A,N/A,3.5,0.94,N/A,2.22
17906,Norway spruce,9,3/29/2019,1394.96,248.2,21.17,8.7,0.74,20.9,1.4,N/A,N/A,6.3,1.67,N/A,3.81
17907,Norway spruce,7,3/29/2019,725.63,142.9,12.19,6.4,0.55,13.3,0.89,N/A,N/A,4,1.07,N/A,2.5
17908,Norway spruce,7.3,3/29/2019,789.16,156.6,13.35,6.7,0.57,14.3,0.95,N/A,N/A,4.3,1.14,N/A,2.67
17909,Norway spruce,7,3/29/2019,725.63,142.9,12.19,6.4,0.55,13.3,0.89,N/A,N/A,4,1.07,N/A,2.5
17910,Norway spruce,6,3/29/2019,533.11,102.4,8.73,5.3,0.45,10.5,0.7,N/A,N/A,3.2,0.84,N/A,1.99
17911,Norway spruce,8.1,3/29/2019,1165.84,196.8,16.78,7.7,0.65,17.2,1.15,N/A,N/A,5.2,1.38,N/A,3.18
17912,Norway spruce,7.5,3/29/2019,832.99,166.3,14.18,7,0.59,15,1.01,N/A,N/A,4.5,1.2,N/A,2.8
17913,Norway spruce,6.7,3/29/2019,664.76,129.9,11.08,6.1,0.52,12.4,0.83,N/A,N/A,3.7,0.99,N/A,2.34
17914,Norway spruce,3.3,3/29/2019,161.27,29.6,2.52,2.5,0.22,4.9,0.33,N/A,N/A,1.5,0.4,N/A,0.94
17915,Norway spruce,7,3/29/2019,725.63,142.9,12.19,6.4,0.55,13.3,0.89,N/A,N/A,4,1.07,N/A,2.5
17916,Norway spruce,8.5,3/29/2019,1264.7,218.8,18.66,8.1,0.69,18.8,1.26,N/A,N/A,5.7,1.5,N/A,3.45
17917,Norway spruce,6.5,3/29/2019,625.67,121.6,10.37,5.8,0.5,11.7,0.78,N/A,N/A,3.5,0.94,N/A,2.22
17918,Norway spruce,7.6,3/29/2019,855.35,171,14.58,7.1,0.6,15.3,1.02,N/A,N/A,4.6,1.22,N/A,2.85
17919,Norway spruce,4.3,3/29/2019,273.81,50.5,4.31,3.5,0.3,6.6,0.44,N/A,N/A,2,0.53,N/A,1.27
17920,Norway spruce,6.5,3/29/2019,625.67,121.6,10.37,5.8,0.5,11.7,0.78,N/A,N/A,3.5,0.94,N/A,2.22
17921,Norway spruce,7.8,3/29/2019,900.96,181.2,15.45,7.3,0.62,16.1,1.08,N/A,N/A,4.8,1.29,N/A,2.99
17922,Norway spruce,8.2,3/29/2019,1190.11,202.1,17.23,7.8,0.66,17.5,1.17,N/A,N/A,5.3,1.4,N/A,3.24
17923,Norway spruce,7,3/29/2019,725.63,142.9,12.19,6.4,0.55,13.3,0.89,N/A,N/A,4,1.07,N/A,2.5
17924,Norway spruce,6.4,3/29/2019,606.56,117.7,10.03,5.7,0.49,11.5,0.77,N/A,N/A,3.5,0.92,N/A,2.18
17925,Norway spruce,7,3/29/2019,725.63,142.9,12.19,6.4,0.55,13.3,0.89,N/A,N/A,4,1.07,N/A,2.5
17926,Norway spruce,6.7,3/29/2019,664.76,129.9,11.08,6.1,0.52,12.4,0.83,N/A,N/A,3.7,0.99,N/A,2.34
17927,Norway spruce,7,3/29/2019,725.63,142.9,12.19,6.4,0.55,13.3,0.89,N/A,N/A,4,1.07,N/A,2.5
17928,Norway spruce,6,3/29/2019,533.11,102.4,8.73,5.3,0.45,10.5,0.7,N/A,N/A,3.2,0.84,N/A,1.99
17929,Norway spruce,7.5,3/29/2019,832.99,166.3,14.18,7,0.59,15,1.01,N/A,N/A,4.5,1.2,N/A,2.8
17930,Norway spruce,7.5,3/29/2019,832.99,166.3,14.18,7,0.59,15,1.01,N/A,N/A,4.5,1.2,N/A,2.8
17931,Norway spruce,8,3/29/2019,947.76,191.6,16.34,7.5,0.64,16.9,1.13,N/A,N/A,5.1,1.35,N/A,3.13
17932,Norway spruce,7.5,3/29/2019,832.99,166.3,14.18,7,0.59,15,1.01,N/A,N/A,4.5,1.2,N/A,2.8
17933,Norway spruce,8,3/29/2019,947.76,191.6,16.34,7.5,0.64,16.9,1.13,N/A,N/A,5.1,1.35,N/A,3.13
17934,Norway spruce,6,3/29/2019,533.11,102.4,8.73,5.3,0.45,10.5,0.7,N/A,N/A,3.2,0.84,N/A,1.99
17935,Norway spruce,7.2,3/29/2019,767.68,152.1,12.97,6.6,0.56,14,0.94,N/A,N/A,4.2,1.12,N/A,2.63
17936,Norway spruce,8.2,3/29/2019,1190.11,202.1,17.23,7.8,0.66,17.5,1.17,N/A,N/A,5.3,1.4,N/A,3.24
17937,Norway spruce,8,3/29/2019,947.76,191.6,16.34,7.5,0.64,16.9,1.13,N/A,N/A,5.1,1.35,N/A,3.13
17938,Norway spruce,6.5,3/29/2019,625.67,121.6,10.37,5.8,0.5,11.7,0.78,N/A,N/A,3.5,0.94,N/A,2.22
17939,Norway spruce,6.3,3/29/2019,587.76,113.7,9.7,5.6,0.48,11.3,0.75,N/A,N/A,3.4,0.9,N/A,2.13
17940,Norway spruce,6.3,3/29/2019,587.76,113.7,9.7,5.6,0.48,11.3,0.75,N/A,N/A,3.4,0.9,N/A,2.13
17941,Norway spruce,5,3/29/2019,370.22,69.3,5.91,4.2,0.36,8,0.53,N/A,N/A,2.4,0.64,N/A,1.53
17942,Norway spruce,8.3,3/29/2019,1214.67,207.7,17.71,7.9,0.67,18.1,1.21,N/A,N/A,5.4,1.44,N/A,3.32
17943,Norway spruce,7.2,3/29/2019,767.68,152.1,12.97,6.6,0.56,14,0.94,N/A,N/A,4.2,1.12,N/A,2.63
17944,Norway spruce,8.4,3/29/2019,1239.54,213.2,18.18,8,0.68,18.4,1.23,N/A,N/A,5.5,1.47,N/A,3.38
17945,Norway spruce,6.4,3/29/2019,606.56,117.7,10.03,5.7,0.49,11.5,0.77,N/A,N/A,3.5,0.92,N/A,2.18
17946,Norway spruce,6,3/29/2019,533.11,102.4,8.73,5.3,0.45,10.5,0.7,N/A,N/A,3.2,0.84,N/A,1.99
17947,Norway spruce,6.1,3/29/2019,551.03,106,9.04,5.4,0.46,10.7,0.71,N/A,N/A,3.2,0.85,N/A,2.02
17948,Norway spruce,6.7,3/29/2019,664.76,129.9,11.08,6.1,0.52,12.4,0.83,N/A,N/A,3.7,0.99,N/A,2.34
17949,Norway spruce,6.7,3/29/2019,664.76,129.9,11.08,6.1,0.52,12.4,0.83,N/A,N/A,3.7,0.99,N/A,2.34
17950,Norway spruce,7,3/29/2019,725.63,142.9,12.19,6.4,0.55,13.3,0.89,N/A,N/A,4,1.07,N/A,2.5
17951,Norway spruce,5.7,3/29/2019,481.13,91.7,7.82,5,0.42,9.7,0.65,N/A,N/A,2.9,0.78,N/A,1.85
17952,Norway spruce,6,3/29/2019,533.11,102.4,8.73,5.3,0.45,10.5,0.7,N/A,N/A,3.2,0.84,N/A,1.99
17953,Norway spruce,7.5,3/29/2019,832.99,166.3,14.18,7,0.59,15,1.01,N/A,N/A,4.5,1.2,N/A,2.8
17954,Norway spruce,8,3/29/2019,947.76,191.6,16.34,7.5,0.64,16.9,1.13,N/A,N/A,5.1,1.35,N/A,3.13
17955,Norway spruce,6.7,3/29/2019,664.76,129.9,11.08,6.1,0.52,12.4,0.83,N/A,N/A,3.7,0.99,N/A,2.34
17956,Norway spruce,6.7,3/29/2019,664.76,129.9,11.08,6.1,0.52,12.4,0.83,N/A,N/A,3.7,0.99,N/A,2.34
17957,Norway spruce,7.2,3/29/2019,767.68,152.1,12.97,6.6,0.56,14,0.94,N/A,N/A,4.2,1.12,N/A,2.63
17958,Norway spruce,7,3/29/2019,725.63,142.9,12.19,6.4,0.55,13.3,0.89,N/A,N/A,4,1.07,N/A,2.5
17959,Norway spruce,6,3/29/2019,533.11,102.4,8.73,5.3,0.45,10.5,0.7,N/A,N/A,3.2,0.84,N/A,1.99
17960,Norway spruce,5.5,3/29/2019,447.96,84.9,7.24,4.7,0.4,9.2,0.61,N/A,N/A,2.8,0.73,N/A,1.75
17961,Norway spruce,6.2,3/29/2019,569.25,109.8,9.36,5.5,0.47,10.9,0.73,N/A,N/A,3.3,0.87,N/A,2.07
17962,Norway spruce,6.2,3/29/2019,569.25,109.8,9.36,5.5,0.47,10.9,0.73,N/A,N/A,3.3,0.87,N/A,2.07
17963,Norway spruce,6.3,3/29/2019,587.76,113.7,9.7,5.6,0.48,11.3,0.75,N/A,N/A,3.4,0.9,N/A,2.13
17964,Norway spruce,2.2,3/29/2019,71.67,14.2,1.21,1.6,0.13,3.8,0.25,N/A,N/A,1.1,0.3,N/A,0.69
17965,Norway spruce,8,3/29/2019,947.76,191.6,16.34,7.5,0.64,16.9,1.13,N/A,N/A,5.1,1.35,N/A,3.13
17966,Norway spruce,7.3,3/29/2019,789.16,156.6,13.35,6.7,0.57,14.3,0.95,N/A,N/A,4.3,1.14,N/A,2.67
17967,Norway spruce,8,3/29/2019,947.76,191.6,16.34,7.5,0.64,16.9,1.13,N/A,N/A,5.1,1.35,N/A,3.13
17968,Norway spruce,6.5,3/29/2019,625.67,121.6,10.37,5.8,0.5,11.7,0.78,N/A,N/A,3.5,0.94,N/A,2.22
17969,Norway spruce,7.5,3/29/2019,832.99,166.3,14.18,7,0.59,15,1.01,N/A,N/A,4.5,1.2,N/A,2.8
17970,Norway spruce,6,3/29/2019,533.11,102.4,8.73,5.3,0.45,10.5,0.7,N/A,N/A,3.2,0.84,N/A,1.99
17971,Norway spruce,6,3/29/2019,533.11,102.4,8.73,5.3,0.45,10.5,0.7,N/A,N/A,3.2,0.84,N/A,1.99
17972,Norway spruce,5.8,3/29/2019,498.16,95.2,8.12,5.1,0.43,9.9,0.66,N/A,N/A,3,0.79,N/A,1.89
17973,Norway spruce,5.8,3/29/2019,498.16,95.2,8.12,5.1,0.43,9.9,0.66,N/A,N/A,3,0.79,N/A,1.89
17974,Norway spruce,7.4,3/29/2019,810.92,161.4,13.77,6.9,0.58,14.7,0.98,N/A,N/A,4.4,1.18,N/A,2.74
17975,Norway spruce,6,3/29/2019,533.11,102.4,8.73,5.3,0.45,10.5,0.7,N/A,N/A,3.2,0.84,N/A,1.99
17976,Norway spruce,6.3,3/29/2019,587.76,113.7,9.7,5.6,0.48,11.3,0.75,N/A,N/A,3.4,0.9,N/A,2.13
17977,Norway spruce,6.5,3/29/2019,625.67,121.6,10.37,5.8,0.5,11.7,0.78,N/A,N/A,3.5,0.94,N/A,2.22
17978,Norway spruce,7,3/29/2019,725.63,142.9,12.19,6.4,0.55,13.3,0.89,N/A,N/A,4,1.07,N/A,2.5
17979,Norway spruce,6.8,3/29/2019,684.75,134.3,11.46,6.2,0.53,12.8,0.86,N/A,N/A,3.9,1.03,N/A,2.41
17980,Norway spruce,6,3/29/2019,533.11,102.4,8.73,5.3,0.45,10.5,0.7,N/A,N/A,3.2,0.84,N/A,1.99
17981,Norway spruce,5.4,3/29/2019,431.82,81.7,6.97,4.6,0.4,9,0.6,N/A,N/A,2.7,0.72,N/A,1.71
17982,Norway spruce,7,3/29/2019,725.63,142.9,12.19,6.4,0.55,13.3,0.89,N/A,N/A,4,1.07,N/A,2.5
17983,Norway spruce,8,3/29/2019,947.76,191.6,16.34,7.5,0.64,16.9,1.13,N/A,N/A,5.1,1.35,N/A,3.13
17984,Norway spruce,7.8,3/29/2019,900.96,181.2,15.45,7.3,0.62,16.1,1.08,N/A,N/A,4.8,1.29,N/A,2.99
17985,Norway spruce,7.6,3/29/2019,855.35,171,14.58,7.1,0.6,15.3,1.02,N/A,N/A,4.6,1.22,N/A,2.85
17986,Norway spruce,6,3/29/2019,533.11,102.4,8.73,5.3,0.45,10.5,0.7,N/A,N/A,3.2,0.84,N/A,1.99
17987,Norway spruce,6.8,3/29/2019,684.75,134.3,11.46,6.2,0.53,12.8,0.86,N/A,N/A,3.9,1.03,N/A,2.41
17988,Norway spruce,8,3/29/2019,947.76,191.6,16.34,7.5,0.64,16.9,1.13,N/A,N/A,5.1,1.35,N/A,3.13
17989,Norway spruce,7.6,3/29/2019,855.35,171,14.58,7.1,0.6,15.3,1.02,N/A,N/A,4.6,1.22,N/A,2.85
17990,Norway spruce,7.5,3/29/2019,832.99,166.3,14.18,7,0.59,15,1.01,N/A,N/A,4.5,1.2,N/A,2.8
17991,Norway spruce,8.4,3/29/2019,1239.54,213.2,18.18,8,0.68,18.4,1.23,N/A,N/A,5.5,1.47,N/A,3.38
17992,Norway spruce,8,3/29/2019,947.76,191.6,16.34,7.5,0.64,16.9,1.13,N/A,N/A,5.1,1.35,N/A,3.13
17993,Norway spruce,7.4,3/29/2019,810.92,161.4,13.77,6.9,0.58,14.7,0.98,N/A,N/A,4.4,1.18,N/A,2.74
17997,Norway spruce,7.1,3/29/2019,746.51,147.6,12.58,6.5,0.56,13.8,0.92,N/A,N/A,4.1,1.1,N/A,2.58
