TreeID,iTreeSpecies,DBH,iTreeDate,StructuralValue_dol,C_Storage_lb,C_Storage_Dol,Gross_C_Seq_lb,Gross_C_Seq_Dol,AvoidedRunoff_cubft,AvoidedRunoff_Dol,C_Avoided_lbyr,C_Avoided_dolyr,Poll_Removal_ozyr,Poll_Removal_dolyr,EnergySavings_dolyr,TotalAnnualBenefits_dolyr
-11,Shumard oak,17.2,3/29/2019,4801.28,1517.1,129.37,34.1,2.91,35.7,2.39,N/A,N/A,10.7,2.86,N/A,8.15
187,Shumard oak,17.2,3/29/2019,4801.28,1517.1,129.37,34.1,2.91,35.7,2.39,N/A,N/A,10.7,2.86,N/A,8.15
188,Shumard oak,13.9,3/29/2019,3181.35,889.7,75.87,24.8,2.11,33.2,2.22,N/A,N/A,10,2.65,N/A,6.98
189,Shumard oak,12,3/29/2019,2404.61,615.1,52.45,19.9,1.69,27,1.8,N/A,N/A,8.1,2.16,N/A,5.65
190,Shumard oak,13.8,3/29/2019,3137.63,873.6,74.5,24.5,2.09,32.9,2.2,N/A,N/A,9.9,2.63,N/A,6.92
191,Shumard oak,14,3/29/2019,3225.39,905.7,77.23,25.1,2.14,33.6,2.24,N/A,N/A,10.1,2.68,N/A,7.06
192,Shumard oak,14.6,3/29/2019,3496.24,1006.3,85.81,26.7,2.28,35.3,2.36,N/A,N/A,10.6,2.82,N/A,7.46
193,Shumard oak,14.5,3/29/2019,3450.31,989.2,84.35,26.4,2.25,34.9,2.34,N/A,N/A,10.5,2.8,N/A,7.38
194,Shumard oak,12.7,3/29/2019,2677.52,709.2,60.47,21.6,1.84,29.4,1.96,N/A,N/A,8.8,2.35,N/A,6.16
195,Scarlet oak,14.8,3/29/2019,3366.58,969,82.63,25.8,2.2,35.8,2.4,N/A,N/A,10.8,2.87,N/A,7.46
196,Eastern white pine,5,3/29/2019,356.84,33.8,2.88,2.4,0.21,4.5,0.3,N/A,N/A,1.4,0.36,N/A,0.87
197,Eastern white pine,2,3/29/2019,65.25,4.2,0.35,0.7,0.06,1.5,0.1,N/A,N/A,0.4,0.12,N/A,0.27
198,Sugar maple,2,3/29/2019,61.17,10.9,0.93,2.1,0.18,3.7,0.25,N/A,N/A,1.1,0.3,N/A,0.72
200,crabapple,5,3/29/2019,274.45,62.3,5.32,4.8,0.41,7.4,0.5,N/A,N/A,2.2,0.6,N/A,1.5
201,Littleleaf linden,23,3/29/2019,6563.2,1618.6,138.03,26.1,2.22,61.2,4.09,N/A,N/A,18.4,4.9,N/A,11.22
202,crabapple,6.9,3/29/2019,522.67,135.1,11.52,7.5,0.64,10.5,0.7,N/A,N/A,3.2,0.84,N/A,2.18
206,Scarlet oak,18.2,3/29/2019,4976.57,1624,138.48,35.1,2.99,38.7,2.59,N/A,N/A,11.6,3.09,N/A,8.67
207,Pawpaw,2.5,3/29/2019,68.61,12.7,1.08,1.9,0.16,3.7,0.25,N/A,N/A,1.1,0.29,N/A,0.7
208,Black walnut,6.1,3/29/2019,398.34,105.9,9.03,6.5,0.56,17.9,1.19,N/A,N/A,5.4,1.43,N/A,3.18
209,Swamp white oak,8.9,3/29/2019,1387.41,290.2,24.75,12.7,1.08,16.4,1.09,N/A,N/A,4.9,1.31,N/A,3.48
210,Chestnut oak,5.1,3/29/2019,408.38,79,6.73,6.4,0.55,8.5,0.57,N/A,N/A,2.6,0.68,N/A,1.8
211,Cucumber tree,5.6,3/29/2019,419.64,84.7,7.22,5.7,0.49,11.4,0.77,N/A,N/A,3.4,0.92,N/A,2.17
212,Swamp white oak,7.2,3/29/2019,832.43,170.3,14.53,9.2,0.78,11.3,0.76,N/A,N/A,3.4,0.9,N/A,2.44
213,Northern catalpa,7.5,3/29/2019,401.44,172.6,14.72,8.7,0.74,12.3,0.82,N/A,N/A,3.7,0.99,N/A,2.55
214,Northern catalpa,9.2,3/29/2019,1289.96,282.9,24.13,11.6,0.99,16.3,1.09,N/A,N/A,4.9,1.31,N/A,3.39
215,American sycamore,8.3,3/29/2019,1203.27,226.4,19.31,10.2,0.87,26.6,1.78,N/A,N/A,8,2.13,N/A,4.78
216,Northern red oak,8.9,3/29/2019,1387.41,280.6,23.92,12.1,1.03,19.6,1.31,N/A,N/A,5.9,1.57,N/A,3.92
217,Bigleaf magnolia,1.5,3/29/2019,50.98,3.7,0.31,1,0.08,2.7,0.18,N/A,N/A,0.8,0.21,N/A,0.47
218,Eastern redbud,7.5,3/29/2019,617.52,174.2,14.86,8.8,0.75,14.1,0.94,N/A,N/A,4.2,1.13,N/A,2.82
220,Pawpaw,3.7,3/29/2019,150.29,32.5,2.78,3.3,0.28,5.9,0.4,N/A,N/A,1.8,0.47,N/A,1.15
221,Red maple,6.7,3/29/2019,600.69,143.1,12.2,8,0.68,15.8,1.05,N/A,N/A,4.7,1.26,N/A,3
222,Pawpaw,3.2,3/29/2019,112.42,23,1.96,2.7,0.23,4.9,0.33,N/A,N/A,1.5,0.39,N/A,0.95
223,Pawpaw,2.6,3/29/2019,74.21,14,1.19,2,0.17,3.8,0.26,N/A,N/A,1.2,0.31,N/A,0.74
227,Eastern red cedar,0.8,3/29/2019,48.94,3.8,0.32,0.3,0.02,1.5,0.1,N/A,N/A,0.4,0.12,N/A,0.24
228,Eastern hemlock,1,3/29/2019,61.17,1.9,0.16,0.4,0.04,1.2,0.08,N/A,N/A,0.4,0.1,N/A,0.22
229,Tamarack,0.5,3/29/2019,40.78,0.2,0.02,0.2,0.02,1.2,0.08,N/A,N/A,0.4,0.1,N/A,0.2
230,Common hoptree,1.5,3/29/2019,50.19,3.6,0.31,0.9,0.08,3,0.2,N/A,N/A,0.9,0.24,N/A,0.52
231,Common persimmon,2,3/29/2019,50.19,6.9,0.59,1.4,0.12,2.1,0.14,N/A,N/A,0.6,0.17,N/A,0.42
232,Common persimmon,2,3/29/2019,50.19,6.9,0.59,1.4,0.12,2.1,0.14,N/A,N/A,0.6,0.17,N/A,0.42
233,Butternut,2,3/29/2019,40.78,7.2,0.61,1.4,0.12,4.1,0.28,N/A,N/A,1.2,0.33,N/A,0.73
235,Shingle oak,10.3,3/29/2019,1745.84,418.9,35.73,15.8,1.35,21,1.4,N/A,N/A,6.3,1.68,N/A,4.43
237,River birch,8.5,3/29/2019,1260.26,264.5,22.56,12.1,1.03,16.3,1.09,N/A,N/A,4.9,1.31,N/A,3.43
238,Sweetgum,8.1,3/29/2019,1163.53,192.5,16.41,7,0.6,12.9,0.87,N/A,N/A,3.9,1.04,N/A,2.5
239,Northern red oak,9.9,3/29/2019,1690.9,363.4,30.99,14.1,1.2,22.9,1.53,N/A,N/A,6.9,1.83,N/A,4.57
240,silverbell spp,2,3/29/2019,50.19,6.9,0.59,1.4,0.12,2.1,0.14,N/A,N/A,0.6,0.17,N/A,0.42
242,Honeylocust,9.1,3/29/2019,1411.78,271.5,23.15,11.3,0.96,11.5,0.77,N/A,N/A,3.5,0.92,N/A,2.65
243,Boxelder,6.3,3/29/2019,212.44,136.4,11.63,7.5,0.64,12.4,0.83,N/A,N/A,3.7,0.99,N/A,2.46
244,Kentucky coffeetree,9.5,3/29/2019,1518.54,308.7,26.32,12.2,1.04,22.7,1.52,N/A,N/A,6.8,1.82,N/A,4.38
245,White oak,4.5,3/29/2019,325.17,48.7,4.15,4.4,0.37,4.6,0.31,N/A,N/A,1.4,0.37,N/A,1.05
246,Yellowwood,4.6,3/29/2019,232.3,53.5,4.56,4.4,0.38,7.1,0.47,N/A,N/A,2.1,0.57,N/A,1.42
247,White oak,4.6,3/29/2019,339.78,51.5,4.39,4.5,0.38,4.7,0.32,N/A,N/A,1.4,0.38,N/A,1.08
249,Tulip tree,7.5,3/29/2019,501.8,142,12.11,7.2,0.61,24.5,1.64,N/A,N/A,7.4,1.96,N/A,4.21
250,Northern red oak,4,3/29/2019,256.92,40.2,3.43,3.9,0.33,6,0.4,N/A,N/A,1.8,0.48,N/A,1.21
251,Ohio buckeye,4.5,3/29/2019,144.52,51.1,4.36,4.3,0.37,10.4,0.69,N/A,N/A,3.1,0.83,N/A,1.89
252,Northern red oak,6.5,3/29/2019,678.43,130.8,11.15,7.8,0.66,12.2,0.82,N/A,N/A,3.7,0.98,N/A,2.46
253,River birch,7.3,3/29/2019,760.63,182,15.52,9.7,0.83,12.8,0.86,N/A,N/A,3.9,1.02,N/A,2.71
254,Northern white cedar,2.5,3/29/2019,66.91,9.7,0.82,1,0.09,1.3,0.08,N/A,N/A,0.4,0.1,N/A,0.27
255,River birch,8.6,3/29/2019,1284.79,272.2,23.21,12.3,1.05,16.7,1.11,N/A,N/A,5,1.33,N/A,3.5
256,Eastern redbud,3.7,3/29/2019,150.29,31.6,2.7,3.2,0.28,5.4,0.36,N/A,N/A,1.6,0.43,N/A,1.07
257,Red maple,5,3/29/2019,334.53,71.6,6.11,5.4,0.46,10,0.67,N/A,N/A,3,0.8,N/A,1.94
258,Cucumber tree,1,3/29/2019,61.17,1.4,0.12,0.6,0.05,1.8,0.12,N/A,N/A,0.6,0.15,N/A,0.32
259,Tulip tree,1.8,3/29/2019,40.78,4.7,0.4,1,0.09,3.5,0.23,N/A,N/A,1.1,0.28,N/A,0.6
260,Bitternut hickory,3.1,3/29/2019,102.88,19,1.62,2.5,0.21,3.9,0.26,N/A,N/A,1.2,0.31,N/A,0.79
262,Northern red oak,4.9,3/29/2019,385.54,65.8,5.61,5.2,0.45,8,0.53,N/A,N/A,2.4,0.64,N/A,1.62
265,Eastern cottonwood,9.1,3/29/2019,1310.57,211,17.99,9.1,0.77,19.5,1.3,N/A,N/A,5.9,1.56,N/A,3.64
266,Green ash,4.6,3/29/2019,283.15,53.1,4.53,3.3,0.28,7.2,0.48,N/A,N/A,2.2,0.57,N/A,1.33
267,Eastern redbud,1.5,3/29/2019,50.19,3.6,0.31,0.9,0.08,2.4,0.16,N/A,N/A,0.7,0.2,N/A,0.44
268,American sycamore,4.2,3/29/2019,220.31,43.9,3.74,3.9,0.34,9.3,0.62,N/A,N/A,2.8,0.75,N/A,1.7
269,Silver maple,6.1,3/29/2019,497.92,147.9,12.61,7,0.6,14.4,0.97,N/A,N/A,4.3,1.16,N/A,2.72
270,Eastern redbud,1.7,3/29/2019,50.19,4.9,0.42,1.1,0.1,2.7,0.18,N/A,N/A,0.8,0.21,N/A,0.49
272,Eastern redbud,1.3,3/29/2019,50.19,2.6,0.22,0.8,0.07,2.3,0.15,N/A,N/A,0.7,0.18,N/A,0.4
273,American sycamore,1.4,3/29/2019,57.09,3.1,0.27,0.9,0.07,2.4,0.16,N/A,N/A,0.7,0.19,N/A,0.43
274,Chestnut oak,5.1,3/29/2019,408.38,79,6.73,6.4,0.55,8.5,0.57,N/A,N/A,2.6,0.68,N/A,1.8
275,Chestnut oak,5.2,3/29/2019,424.55,83,7.08,6.6,0.56,8.7,0.58,N/A,N/A,2.6,0.7,N/A,1.84
276,Chestnut oak,4.8,3/29/2019,361.75,67.5,5.76,5.8,0.5,7.9,0.53,N/A,N/A,2.4,0.64,N/A,1.66
277,Sugar maple,5.9,3/29/2019,465.8,131.3,11.2,8.2,0.7,16.1,1.08,N/A,N/A,4.9,1.29,N/A,3.06
279,White oak,4.7,3/29/2019,354.71,54.3,4.63,4.7,0.4,4.9,0.33,N/A,N/A,1.5,0.39,N/A,1.12
280,Northern catalpa,31.1,3/29/2019,7481.1,5430.2,463.07,66.2,5.65,58.6,3.92,N/A,N/A,17.6,4.69,N/A,14.25
282,Northern hackberry,5.3,3/29/2019,350.82,75.4,6.43,5.4,0.46,11.2,0.75,N/A,N/A,3.4,0.89,N/A,2.1
283,Yellow buckeye,9.8,3/29/2019,1400.48,334.3,28.51,12.8,1.09,33.2,2.22,N/A,N/A,10,2.65,N/A,5.96
284,White oak,4.2,3/29/2019,283.26,41,3.49,3.9,0.34,4.2,0.28,N/A,N/A,1.3,0.33,N/A,0.95
285,Eastern hemlock,3.5,3/29/2019,163.92,21.7,1.85,2,0.17,3.9,0.26,N/A,N/A,1.2,0.31,N/A,0.74
286,Cucumber tree,3,3/29/2019,120.43,19,1.62,2.4,0.21,5.6,0.37,N/A,N/A,1.7,0.45,N/A,1.02
287,Kentucky coffeetree,2.9,3/29/2019,120.04,17.6,1.5,2.3,0.2,4.8,0.32,N/A,N/A,1.4,0.38,N/A,0.9
288,Kentucky coffeetree,2.5,3/29/2019,89.21,12.3,1.05,1.9,0.16,4.1,0.27,N/A,N/A,1.2,0.33,N/A,0.76
291,Pawpaw,0.5,3/29/2019,50.19,0.3,0.03,0.3,0.02,1.8,0.12,N/A,N/A,0.5,0.14,N/A,0.28
294,Baldcypress,1,3/29/2019,65.25,1,0.08,0.4,0.03,1.1,0.07,N/A,N/A,0.3,0.08,N/A,0.18
295,Butternut,2,3/29/2019,40.78,7.2,0.61,1.4,0.12,4.1,0.28,N/A,N/A,1.2,0.33,N/A,0.73
296,Sugar maple,1,3/29/2019,61.17,2.2,0.19,0.9,0.07,1.8,0.12,N/A,N/A,0.6,0.15,N/A,0.34
298,White oak,4.5,3/29/2019,325.17,48.7,4.15,4.4,0.37,4.6,0.31,N/A,N/A,1.4,0.37,N/A,1.05
299,Northern catalpa,9.5,3/29/2019,1330.21,305.7,26.07,12.1,1.04,17.1,1.14,N/A,N/A,5.1,1.37,N/A,3.55
301,White oak,5.5,3/29/2019,485.74,80.6,6.87,5.9,0.5,6.2,0.42,N/A,N/A,1.9,0.5,N/A,1.42
302,Osage orange,1.1,3/29/2019,50.19,1.7,0.15,0.6,0.05,1,0.07,N/A,N/A,0.3,0.08,N/A,0.21
303,White oak,4.6,3/29/2019,339.78,51.5,4.39,4.5,0.38,4.7,0.32,N/A,N/A,1.4,0.38,N/A,1.08
304,White oak,6,3/29/2019,578.07,100.3,8.55,6.7,0.57,7.2,0.48,N/A,N/A,2.2,0.58,N/A,1.63
305,Shagbark hickory,2.1,3/29/2019,65.25,7.1,0.61,1.4,0.12,2.2,0.15,N/A,N/A,0.7,0.18,N/A,0.44
306,Northern white cedar,1.5,3/29/2019,48.94,4,0.34,0.6,0.05,0.8,0.05,N/A,N/A,0.2,0.06,N/A,0.17
307,White oak,5.4,3/29/2019,468.24,77,6.57,5.7,0.49,6.1,0.41,N/A,N/A,1.8,0.49,N/A,1.39
308,Eastern redbud,1.7,3/29/2019,50.19,4.9,0.42,1.1,0.1,2.7,0.18,N/A,N/A,0.8,0.21,N/A,0.49
309,Red buckeye,4.5,3/29/2019,162.58,51.1,4.36,4.3,0.37,10.4,0.69,N/A,N/A,3.1,0.83,N/A,1.89
310,Honeylocust,8.8,3/29/2019,1334.73,250.3,21.35,10.8,0.92,11.1,0.74,N/A,N/A,3.3,0.89,N/A,2.55
311,White ash,7.6,3/29/2019,721.38,203.5,17.35,10.1,0.86,15,1,N/A,N/A,4.5,1.2,N/A,3.06
312,Pawpaw,3.6,3/29/2019,142.28,30.5,2.6,3.2,0.27,5.7,0.38,N/A,N/A,1.7,0.46,N/A,1.11
313,Eastern redbud,5,3/29/2019,274.45,65.4,5.58,4.9,0.42,7.9,0.53,N/A,N/A,2.4,0.63,N/A,1.59
314,White oak,4.3,3/29/2019,296.91,43.5,3.71,4.1,0.35,4.3,0.29,N/A,N/A,1.3,0.34,N/A,0.98
315,Ohio buckeye,8.7,3/29/2019,1225.75,250.7,21.38,10.8,0.92,28.1,1.88,N/A,N/A,8.4,2.24,N/A,5.04
316,River birch,8.3,3/29/2019,1212.04,249.5,21.27,11.7,1,15.7,1.05,N/A,N/A,4.7,1.26,N/A,3.31
317,White ash,8,3/29/2019,799.31,229.9,19.6,10.8,0.92,16.5,1.1,N/A,N/A,5,1.32,N/A,3.34
318,Pawpaw,1.6,3/29/2019,50.19,4.4,0.38,1.1,0.09,2.4,0.16,N/A,N/A,0.7,0.19,N/A,0.44
319,White oak,11,3/29/2019,2062.02,459.1,39.15,16.6,1.41,20.8,1.39,N/A,N/A,6.3,1.67,N/A,4.47
320,White oak,2,3/29/2019,73.41,6.4,0.54,1.3,0.11,1.8,0.12,N/A,N/A,0.5,0.14,N/A,0.38
321,Red buckeye,4.5,3/29/2019,162.58,51.1,4.36,4.3,0.37,10.4,0.69,N/A,N/A,3.1,0.83,N/A,1.89
322,Bitternut hickory,3.5,3/29/2019,131.14,25.8,2.2,3,0.26,4.6,0.31,N/A,N/A,1.4,0.37,N/A,0.93
323,hackberry spp,10,3/29/2019,1626.16,347.5,29.63,13.1,1.12,36.1,2.42,N/A,N/A,10.9,2.89,N/A,6.42
324,Eastern redbud,6.3,3/29/2019,435.72,114.3,9.75,6.8,0.58,10.9,0.73,N/A,N/A,3.3,0.87,N/A,2.18
325,White oak,2,3/29/2019,73.41,6.4,0.54,1.3,0.11,1.8,0.12,N/A,N/A,0.5,0.14,N/A,0.38
326,Chestnut oak,5.6,3/29/2019,492.38,100.5,8.57,7.4,0.63,9.5,0.63,N/A,N/A,2.9,0.76,N/A,2.02
327,White oak,4.8,3/29/2019,369.97,57.3,4.89,4.8,0.41,5.1,0.34,N/A,N/A,1.5,0.41,N/A,1.15
328,Bitternut hickory,4.9,3/29/2019,257.03,60.5,5.16,5,0.43,7.4,0.5,N/A,N/A,2.2,0.59,N/A,1.52
329,White oak,1.1,3/29/2019,73.41,1.4,0.12,0.6,0.05,1.2,0.08,N/A,N/A,0.4,0.09,N/A,0.22
330,Bitternut hickory,4.5,3/29/2019,216.78,48.8,4.16,4.4,0.38,6.6,0.44,N/A,N/A,2,0.53,N/A,1.34
331,Common persimmon,5.4,3/29/2019,320.12,77.6,6.62,5.4,0.46,8.8,0.59,N/A,N/A,2.7,0.71,N/A,1.76
332,Black locust,4.6,3/29/2019,151.01,54.1,4.61,4.4,0.38,7.1,0.48,N/A,N/A,2.1,0.57,N/A,1.43
335,Chestnut oak,3.7,3/29/2019,214.94,34.5,2.94,3.9,0.33,5.9,0.39,N/A,N/A,1.8,0.47,N/A,1.2
336,White oak,8.8,3/29/2019,1358.84,262.2,22.36,11.9,1.01,14.1,0.95,N/A,N/A,4.3,1.13,N/A,3.09
338,Chinkapin oak,5.6,3/29/2019,475.59,90.6,7.73,6.3,0.54,7.4,0.49,N/A,N/A,2.2,0.59,N/A,1.62
339,Kentucky coffeetree,4.6,3/29/2019,302.03,53.5,4.56,4.4,0.38,8.1,0.54,N/A,N/A,2.4,0.64,N/A,1.56
340,Kentucky coffeetree,4.7,3/29/2019,315.3,56.3,4.8,4.5,0.39,8.3,0.56,N/A,N/A,2.5,0.67,N/A,1.61
341,Honeylocust,7.6,3/29/2019,824.43,175.6,14.97,8.8,0.75,9.4,0.63,N/A,N/A,2.8,0.75,N/A,2.12
342,Shingle oak,5,3/29/2019,356.84,68.2,5.81,5.3,0.45,6.2,0.41,N/A,N/A,1.9,0.49,N/A,1.36
343,Chinkapin oak,2.7,3/29/2019,110.56,14.6,1.25,2.2,0.18,2.8,0.19,N/A,N/A,0.8,0.22,N/A,0.59
344,Shumard oak,2.2,3/29/2019,75.99,8.8,0.75,1.6,0.14,2.3,0.15,N/A,N/A,0.7,0.18,N/A,0.47
345,Chestnut oak,2.2,3/29/2019,75.99,9,0.77,1.8,0.15,3.4,0.23,N/A,N/A,1,0.27,N/A,0.64
346,Shumard oak,2.5,3/29/2019,98.13,12.1,1.03,1.9,0.16,2.6,0.17,N/A,N/A,0.8,0.2,N/A,0.54
347,Shingle oak,2,3/29/2019,65.25,6.9,0.59,1.4,0.12,2.1,0.14,N/A,N/A,0.6,0.17,N/A,0.42
348,Shingle oak,2,3/29/2019,65.25,6.9,0.59,1.4,0.12,2.1,0.14,N/A,N/A,0.6,0.17,N/A,0.42
349,Black oak,1.3,3/29/2019,65.25,2.5,0.21,0.8,0.07,1,0.07,N/A,N/A,0.3,0.08,N/A,0.22
350,Northern hackberry,3.6,3/29/2019,161.86,29.6,2.52,3.1,0.27,6.2,0.42,N/A,N/A,1.9,0.5,N/A,1.18
351,Chinkapin oak,6,3/29/2019,545.96,107.7,9.19,7,0.6,8.3,0.55,N/A,N/A,2.5,0.66,N/A,1.81
354,Bur oak,7,3/29/2019,786.82,136.6,11.65,7.7,0.66,10.7,0.72,N/A,N/A,3.2,0.86,N/A,2.23
355,Bur oak,4.7,3/29/2019,354.71,50.6,4.32,4.3,0.37,5.6,0.38,N/A,N/A,1.7,0.45,N/A,1.19
356,Blue ash,7,3/29/2019,611.97,145.3,12.39,7.1,0.61,12.8,0.86,N/A,N/A,3.9,1.03,N/A,2.49
357,Silver maple,13.3,3/29/2019,2660.52,751.8,64.11,16.8,1.43,41.5,2.77,N/A,N/A,12.5,3.32,N/A,7.52
358,Red buckeye,0.5,3/29/2019,36.7,0.3,0.02,0.2,0.02,1.8,0.12,N/A,N/A,0.5,0.14,N/A,0.28
359,Shingle oak,4.4,3/29/2019,276.33,49.5,4.22,4.4,0.38,5.1,0.34,N/A,N/A,1.5,0.41,N/A,1.13
360,Shumard oak,6,3/29/2019,565.23,107.7,9.19,7,0.6,8.3,0.55,N/A,N/A,2.5,0.66,N/A,1.81
361,Silver maple,10,3/29/2019,1626.16,414.6,35.35,12.1,1.04,29.3,1.96,N/A,N/A,8.8,2.34,N/A,5.34
362,Bitternut hickory,4.7,3/29/2019,236.48,54.5,4.65,4.7,0.4,6.9,0.46,N/A,N/A,2.1,0.55,N/A,1.42
363,White oak,6.5,3/29/2019,678.43,122.6,10.46,7.5,0.64,8.3,0.55,N/A,N/A,2.5,0.66,N/A,1.86
364,Shingle oak,2.6,3/29/2019,96.49,13.3,1.13,2,0.17,2.7,0.18,N/A,N/A,0.8,0.21,N/A,0.57
365,Black oak,0.5,3/29/2019,65.25,0.2,0.02,0.2,0.02,0.9,0.06,N/A,N/A,0.3,0.07,N/A,0.15
366,Chestnut oak,2,3/29/2019,71.78,7.1,0.6,1.5,0.13,3,0.2,N/A,N/A,0.9,0.24,N/A,0.58
367,Northern red oak,1,3/29/2019,73.41,1.4,0.12,0.6,0.05,1.4,0.1,N/A,N/A,0.4,0.11,N/A,0.26
368,Bitternut hickory,3.3,3/29/2019,116.58,22.3,1.9,2.8,0.24,4.1,0.28,N/A,N/A,1.2,0.33,N/A,0.84
369,Bitternut hickory,4.9,3/29/2019,257.03,60.5,5.16,5,0.43,7.4,0.5,N/A,N/A,2.2,0.59,N/A,1.52
370,Bur oak,7,3/29/2019,786.82,136.6,11.65,7.7,0.66,10.7,0.72,N/A,N/A,3.2,0.86,N/A,2.23
371,Common persimmon,3.9,3/29/2019,166.98,35.1,3,3.4,0.29,5.3,0.35,N/A,N/A,1.6,0.42,N/A,1.07
372,Bitternut hickory,4,3/29/2019,171.28,36.2,3.09,3.7,0.31,5.5,0.37,N/A,N/A,1.7,0.44,N/A,1.12
373,Northern catalpa,5.7,3/29/2019,231.87,89,7.59,5.9,0.5,8.5,0.57,N/A,N/A,2.6,0.68,N/A,1.76
374,Northern red oak,6.8,3/29/2019,742.5,145.9,12.44,8.3,0.71,12.9,0.86,N/A,N/A,3.9,1.03,N/A,2.6
375,Bitternut hickory,3.8,3/29/2019,154.58,31.8,2.71,3.4,0.29,5.1,0.34,N/A,N/A,1.5,0.41,N/A,1.04
376,serviceberry spp,2.5,3/29/2019,68.61,12.1,1.03,1.9,0.16,2.1,0.14,N/A,N/A,0.6,0.17,N/A,0.47
377,Bitternut hickory,4.3,3/29/2019,197.94,43.5,3.71,4.1,0.35,6.2,0.41,N/A,N/A,1.9,0.49,N/A,1.25
378,Red maple,5.1,3/29/2019,348.05,75.1,6.4,5.6,0.47,10.3,0.69,N/A,N/A,3.1,0.83,N/A,1.99
379,Northern hackberry,3.6,3/29/2019,161.86,29.6,2.52,3.1,0.27,6.2,0.42,N/A,N/A,1.9,0.5,N/A,1.18
385,Honeylocust,6,3/29/2019,513.84,99.2,8.46,6.3,0.54,7.1,0.48,N/A,N/A,2.1,0.57,N/A,1.58
386,Baldcypress,8.1,3/29/2019,1164.98,118.3,10.08,5,0.43,13,0.87,N/A,N/A,3.9,1.04,N/A,2.34
387,Red buckeye,3.5,3/29/2019,98.35,27.9,2.38,3,0.26,7.3,0.49,N/A,N/A,2.2,0.59,N/A,1.33
389,Green ash,2.1,3/29/2019,61.17,10.2,0.87,1.4,0.12,2.5,0.16,N/A,N/A,0.7,0.2,N/A,0.48
390,Black locust,6.1,3/29/2019,265.56,107.2,9.14,6.6,0.56,10.4,0.7,N/A,N/A,3.1,0.83,N/A,2.09
391,Honeylocust,7,3/29/2019,699.4,143.9,12.27,7.8,0.66,8.5,0.57,N/A,N/A,2.6,0.68,N/A,1.92
392,Black locust,7.8,3/29/2019,434.2,194.8,16.61,9.4,0.8,15,1,N/A,N/A,4.5,1.2,N/A,3
393,Eastern redbud,1,3/29/2019,50.19,1.4,0.12,0.6,0.05,2,0.13,N/A,N/A,0.6,0.16,N/A,0.34
394,Swamp white oak,6,3/29/2019,578.07,107.7,9.19,7,0.6,8.3,0.55,N/A,N/A,2.5,0.66,N/A,1.81
395,dogwood spp,3.5,3/29/2019,134.48,28.2,2.41,3.1,0.26,5.4,0.36,N/A,N/A,1.6,0.44,N/A,1.06
396,Chestnut oak,5.1,3/29/2019,408.38,79,6.73,6.4,0.55,8.5,0.57,N/A,N/A,2.6,0.68,N/A,1.8
397,Sweetgum,7,3/29/2019,655.69,137.8,11.75,5.8,0.49,9.9,0.66,N/A,N/A,3,0.79,N/A,1.95
398,Shingle oak,3,3/29/2019,128.46,19,1.62,2.5,0.21,3.1,0.21,N/A,N/A,0.9,0.25,N/A,0.67
399,Chestnut oak,6.7,3/29/2019,704.81,159.5,13.6,9.8,0.83,11.8,0.79,N/A,N/A,3.6,0.95,N/A,2.57
400,Yellowwood,5.6,3/29/2019,344.27,86,7.33,5.8,0.49,9.2,0.62,N/A,N/A,2.8,0.74,N/A,1.85
401,Red maple,6,3/29/2019,481.73,110.2,9.4,6.9,0.59,13.3,0.89,N/A,N/A,4,1.07,N/A,2.55
402,Eastern redbud,1,3/29/2019,50.19,1.4,0.12,0.6,0.05,2,0.13,N/A,N/A,0.6,0.16,N/A,0.34
403,Eastern redbud,4.9,3/29/2019,263.59,62.3,5.31,4.8,0.41,7.7,0.51,N/A,N/A,2.3,0.61,N/A,1.54
404,Ohio buckeye,5.2,3/29/2019,192.98,72.4,6.17,5.2,0.45,13,0.87,N/A,N/A,3.9,1.04,N/A,2.35
405,Bur oak,6.1,3/29/2019,597.5,96.9,8.27,6.3,0.54,8.5,0.57,N/A,N/A,2.6,0.68,N/A,1.79
406,Black locust,11.7,3/29/2019,1664.83,521.2,44.44,16.7,1.42,27.3,1.83,N/A,N/A,8.2,2.19,N/A,5.43
407,silverbell spp,1.3,3/29/2019,50.19,2.4,0.21,0.8,0.06,1.3,0.08,N/A,N/A,0.4,0.1,N/A,0.25
408,Baldcypress,1.5,3/29/2019,65.25,2.4,0.2,0.6,0.05,1.2,0.08,N/A,N/A,0.4,0.09,N/A,0.22
411,Chestnut oak,5,3/29/2019,392.52,75,6.4,6.2,0.53,8.3,0.56,N/A,N/A,2.5,0.67,N/A,1.75
412,Bur oak,3.9,3/29/2019,244.24,31.8,2.71,3.3,0.28,4.3,0.29,N/A,N/A,1.3,0.35,N/A,0.92
413,White ash,6.2,3/29/2019,480.09,125.5,10.7,7.7,0.65,10.6,0.71,N/A,N/A,3.2,0.84,N/A,2.2
414,Honeylocust,7.5,3/29/2019,802.88,170,14.5,8.6,0.73,9.3,0.62,N/A,N/A,2.8,0.74,N/A,2.1
415,Northern white cedar,1.3,3/29/2019,48.94,3.2,0.27,0.5,0.05,0.7,0.05,N/A,N/A,0.2,0.06,N/A,0.15
416,Shingle oak,8.4,3/29/2019,1236.01,250.9,21.4,11.6,0.99,14.8,0.99,N/A,N/A,4.4,1.18,N/A,3.16
